PropertyName,PropertySubName,NearbyLocations,LocationAdvantages,Link,PriceDetails,TopFacilities
M3M Golfestate,"2, 3, 4, 5 BHK Apartment in Sector 65, Gurgaon","['Shiksha Bharti Public School', 'Holiday Inn Express Gurugram', 'Park Hospital', 'Gurugram University', 'NH 248A']","{'Shiksha Bharti Public School': '2.3 Km', 'Holiday Inn Express Gurugram': '2.7 Km', 'Park Hospital': '2.9 Km', 'Gurugram University': '4.1 Km', 'NH 248A': '5.2 Km', 'Sector 54 Chowk Metro Station': '7.5 Km', 'Sahara Mall': '14.1 Km', 'Garhi Harsaru Junction': '18.9 Km', 'Indira Gandhi International Airport': '24.2 Km'}",https://www.99acres.com/m3m-golfestate-sector-65-gurgaon-npxid-r1030,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,230 - 2,240 sq.ft.', 'price-range': '₹ 2.75 - 6.03 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,850 - 6,060 sq.ft.', 'price-range': '₹ 4 - 11.27 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '4,096 - 11,635 sq.ft.', 'price-range': '₹ 5.72 - 21.64 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '11,224 - 13,343 sq.ft.', 'price-range': '₹ 19.08 - 24.81 Cr'}}","['Mini Theatre', 'Doctor on Call', 'Beach Volley Ball Court', 'Air Hockey', 'Automated Car Wash', 'Clinic', 'Foosball', 'Concierge Service', 'Car wash area']"
ATS Triumph,"3, 4 BHK Apartment in Sector 104, Gurgaon","['Dhanwapur Road', 'Dwarka Expressway', 'Govt. PG College', 'Shree Krishna Hospital', 'Delhi Public School']","{'Dhanwapur Road': '1.9 Km', 'Dwarka Expressway': '2.9 Km', 'Govt. PG College': '3 Km', 'Shree Krishna Hospital': '3.4 Km', 'Delhi Public School': '3.5 Km', 'Basai Dhankot': '4.3 Km', 'The Esplanade Mall': '4.8 Km', 'Park Inn': '6.9 Km', 'The NorthCap University': '9.8 Km', ""Oyster's Water Park"": '12 Km', 'IFFCO Chowk Metro Station': '12.2 Km', 'DLF Golf and Country Club': '15.5 Km', 'The Executive Centre': '16.4 Km', 'Indira Gandhi International Airport': '22.1 Km'}",https://www.99acres.com/ats-triumph-sector-104-gurgaon-npxid-r25860,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,290 sq.ft.', 'price-range': '₹ 1.6 - 2 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,150 sq.ft.', 'price-range': '₹ 1.9 - 2.75 Cr'}}","['Concierge Service', 'Swimming Pool', 'Changing Area', 'ATM', 'Sauna', 'Water Softener Plant', 'Skating Rink', 'Wi-Fi Connectivity', 'Property Staff']"
ATS Marigold,"3 BHK Apartment in Sector 89 A, Gurgaon","['Dwarka Expy, Sector 88', 'Genesis Hospital', 'Euro Int School, Sector 37D, Gurugram', 'Reliance Trends Newtown Square Mall', 'SGT University']","{'Dwarka Expy, Sector 88': '1.5 KM', 'Genesis Hospital': '4 KM', 'Euro Int School, Sector 37D, Gurugram': '5.1 KM', 'Reliance Trends Newtown Square Mall': '5.9 KM', 'SGT University': '9 KM', 'Indira Gandhi Intl Airport': '30.2 KM'}",https://www.99acres.com/ats-marigold-sector-89-a-gurgaon-npxid-r10548,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,750 - 2,650 sq.ft.', 'price-range': '₹ 1.45 - 2.35 Cr'}}","['Swimming Pool', 'Reflexology Park', 'Squash Court', 'Shopping Centre', 'Lawn Tennis Court', 'Power Back up Lift', 'Community Hall', 'Basketball Court', 'Entrance Lobby']"
Signature Global City 37D Ph 2,"2, 3 BHK Independent Floor in Sector 37D, Gurgaon","['Medanta-The Medicity', 'Park Hospital', 'SGT Hospital 1', 'Dwarka Expressway', 'Pataudi Road']","{'Medanta-The Medicity': '9 KM', 'Park Hospital': '800 M', 'SGT Hospital 1': '1 KM', 'Dwarka Expressway': '2 KM', 'Pataudi Road': '1 KM', 'Euro International School': '800 M', 'Suncity School': '800 M', 'Green Field School': '1 KM', 'Narayana E Techno': '1 KM', 'Alpine Convent School': '1.5 KM', 'Little E Step –Pre School': '1 KM', 'Sheetla Mata Mandir': '11 KM'}",https://www.99acres.com/signature-global-city-37d-ph-2-sector-37d-gurgaon-npxid-r396484,"{'2 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '1,050 sq.ft.', 'price-range': '₹ 90 L'}, '3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '1,305 - 1,470 sq.ft.', 'price-range': '₹ 1 - 1.15 Cr'}}","['Swimming Pool', 'Shopping Centre', 'Sun Deck', 'Yoga/Meditation Area', 'Sewage Treatment Plant', 'Jogging Track', 'Rain Water Harvesting', 'Club House', '24/7 Power Backup']"
DLF Alameda,"3 BHK Villa, Land, 3, 4, 5 BHK Independent Floor in Sector 73, Gurgaon","['Captain Chandan Lal Marg', 'CD International School', 'Badshahpur Sohna Rd Hwy', 'Park Hospital', 'Raheja Mall']","{'Captain Chandan Lal Marg': '2 KM', 'CD International School': '2.4 KM', 'Badshahpur Sohna Rd Hwy': '4.7 KM', 'Park Hospital': '5.2 KM', 'Raheja Mall': '5.8 KM', 'Sushant University': '12.4 KM', 'Basai Dhankot Railway Station': '13.3 KM', 'Indira Gandhi Intl Airport': '23.6 KM'}",https://www.99acres.com/dlf-alameda-sector-73-gurgaon-npxid-r1229,"{'3 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '5,843.51 sq.ft.', 'price-range': '₹ 7.79 Cr'}, '4 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '3,750 - 4,700 sq.ft.', 'price-range': '₹ 4.3 - 6.27 Cr'}, '5 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '5,511.12 - 6,240.26 sq.ft.', 'price-range': '₹ 7.35 - 8.32 Cr'}, 'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,345 - 6,670 sq.ft.', 'price-range': '₹ 2.75 - 15.56 Cr'}}","['Clinic', 'Swimming Pool', 'Medical Centre', 'School', 'Card Room', 'Restaurant', 'Squash Court', 'Theatre', 'Gazebo']"
Experion Windchants,"2, 3, 4, 5 BHK Apartment, 4 BHK Villa in Sector 112, Gurgaon","['First Step Play School', 'Jai Sai Ram Hospital', 'Sri Ma Montessori International', 'Dwaraka Expressway', 'Gurgaon Railway Station']","{'First Step Play School': '0.16 Km', 'Jai Sai Ram Hospital': '0.6 Km', 'Sri Ma Montessori International': '1.4 Km', 'Dwaraka Expressway': '1.2 Km', 'Gurgaon Railway Station': '5.2 Km', 'Ansal Plaza': '5.3 Km', 'IGI Airport': '16.4 Km', 'Park Hospital': '3.7 km'}",https://www.99acres.com/experion-windchants-sector-112-gurgaon-npxid-r4342,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,441 sq.ft.', 'price-range': '₹ 2.7 - 2.8 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,802 - 3,763 sq.ft.', 'price-range': '₹ 2.97 - 4.4 Cr'}, '4 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '6,350 - 7,400 sq.ft.', 'price-range': '₹ 7.99 - 8.49 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '8,515 sq.ft.', 'price-range': '₹ 8.99 Cr'}}","['Mini Theatre', 'Air Hockey', 'Foosball', 'Natural Pond', 'Swimming Pool', 'Reading Lounge', 'Conference room', 'Solar Lighting', 'Card Room']"
Saan Verdante,"3, 4 BHK Apartment in Sector 95, Gurgaon","['Proposed Metro Station', 'Dwarka Expressway', 'NH-8', 'Delhi International Airport', 'KMP Corridor']","{'Proposed Metro Station': '10min', 'Dwarka Expressway': '5 min', 'NH-8': '7 min', 'Delhi International Airport': '30 min', 'KMP Corridor': '10min'}",https://www.99acres.com/saan-verdante-sector-95-gurgaon-npxid-r146207,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,965 - 2,990 sq.ft.', 'price-range': '₹ 1.97 - 2.99 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,062 - 4,000 sq.ft.', 'price-range': '₹ 3.06 - 4 Cr'}}","['Automated Car Wash', 'Swimming Pool', 'Laundry', 'Reading Lounge', 'Card Room', 'Restaurant', 'Piped Gas', 'Property Staff', 'Cafeteria']"
4S Aradhya Homes,"4 BHK Independent Floor in Sector 67A, Gurgaon","['Airia Mall', 'Sohna Road', 'De Adventure Park', 'Vega Schools Sector 48', 'Lemon Tree Hotel, Sohna Road']","{'Airia Mall': '4.6 Km', 'Sohna Road': '5.2 Km', 'De Adventure Park': '5.3 Km', 'Vega Schools Sector 48': '5.4 Km', 'Lemon Tree Hotel, Sohna Road': '5.8 Km', 'Southern Peripheral Road': '6.2 Km', 'KIIT College of Engineering': '6.3 Km', 'Golf Course Ext Road': '6.6 Km', 'Cloudnine Hospital Sector 47': '7.9 Km', 'PVR Drive In Theatre': '8.1 Km', 'Indira Gandhi International Airport': '27.5 Km'}",https://www.99acres.com/4s-aradhya-homes-sector-67a-gurgaon-npxid-r374154,"{'4 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '2,100 - 2,200 sq.ft.', 'price-range': '₹ 2.39 - 2.57 Cr'}}","['Swimming Pool', 'Bar/Chill-Out Lounge', 'Terrace Garden', 'Piped Gas', 'Cafeteria', 'Table Tennis', 'Badminton Court', 'Jogging Track', 'Club House']"
Yash Vihar,"Land in Pataudi, Gurgaon","['City Hospital', 'NH 352W, Pataudi', 'Pathfinder Global School, Pataudi', 'Vistar Complex', 'BML Munjal University (BMU)']","{'City Hospital': '2.6 Km', 'NH 352W, Pataudi': '2.4 KM', 'Pathfinder Global School, Pataudi': '3.2 KM', 'Vistar Complex': '3.4 KM', 'BML Munjal University (BMU)': '14.5 KM', 'Indira Gandhi Intl Airport': '54.5 KM'}",https://www.99acres.com/yash-vihar-pataudi-gurgaon-npxid-r371696,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '827.96 - 1,307.6 sq.ft.', 'price-range': '₹ 34.96 - 55.22 L'}}","['Solar Lighting', 'Pergola', 'Skating Rink', 'Fountain', 'Shopping Centre', 'Cricket Pitch', 'Amphitheatre', 'Sewage Treatment Plant', 'CCTV Camera Security']"
Smart World Orchard,"2, 3 BHK Apartment in Sector 61, Gurgaon","['Golf Course Ext Road', 'Sector 55-56 Metro station', 'Bestech Central Square Mall', 'ORCHIDS The International School', 'Sushant University']","{'Golf Course Ext Road': '1.1 KM', 'Sector 55-56 Metro station': '1.9 KM', 'Bestech Central Square Mall': '2.5 KM', 'ORCHIDS The International School': '3.1 Km', 'Sushant University': '3.5 KM', 'Marengo Asia Hospitals': '8.8 KM', 'Badshahpur Sohna Rd Hwy': '12.5 KM', 'Gurgaon Railway Station': '16 KM', 'Indira Gandhi Intl Airport': '19.3 KM'}",https://www.99acres.com/smart-world-orchard-sector-61-gurgaon-npxid-r376088,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,100 - 1,250 sq.ft.', 'price-range': '₹ 1.65 - 1.88 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,500 - 1,800 sq.ft.', 'price-range': '₹ 2.25 - 2.7 Cr'}}","['Mini Theatre', 'Swimming Pool', 'Lounge', 'Bar/Chill-Out Lounge', 'Medical Centre', 'Conference room', 'Salon', 'Aerobics Centre', 'Visitors Parking']"
DLF The Camellias,"4, 5, 6 BHK Apartment in Sector 42, Gurgaon","['Sector 42-43 Rapid Metro', 'Sector 53-54 Rapid Metro', 'Bank Of Baroda', 'HDFC Bank ATM', 'Muincipal Corporation of Gurugram']","{'Sector 42-43 Rapid Metro': '1.8 Km', 'Sector 53-54 Rapid Metro': '2.2 Km', 'Bank Of Baroda': '2.5 Km', 'HDFC Bank ATM': '2.5 Km', 'Muincipal Corporation of Gurugram': '2.6 Km', 'One Horizon Center Bus Stop': '2.7 Km', 'Shalom Hills International School': '3.3 Km', 'Satyam Medicare Hospital': '3.5 Km', 'Anand Preschool': '3.7 Km', 'Choice pharmacy': '3.9 Km', 'Qutub Plaza': '4.2 Km', 'Sunset point': '4.4 Km', 'EPF Regional Office': '5.7 Km', 'IFFCO Chowk': '6.6 Km', 'Kingdom of Dreams': '7.4 Km'}",https://www.99acres.com/dlf-the-camellias-sector-42-gurgaon-npxid-r129601,"{'4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '7,196 - 7,685 sq.ft.', 'price-range': '₹ 40 - 46.88 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '9,000 - 13,000 sq.ft.', 'price-range': '₹ 48.65 - 72.37 Cr'}, '6 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '11,000 - 16,500 sq.ft.', 'price-range': '₹ 59.46 - 97.35 Cr'}}","['Concierge Service', 'Swimming Pool', 'Golf Course', 'Visitors Parking', 'Restaurant', 'Waiting Lounge', 'Sauna', 'Spa', 'Water Softener Plant']"
Birla Navya Avik,"3, 4 BHK Apartment in Sector 63A, Gurgaon","['Gaytri Public School', 'KIIT College', 'SPM Hospital', 'WorldMark Gurgaon', 'Sealdah Railway Station']","{'Gaytri Public School': '1.7Km', 'KIIT College': '9.2Km', 'SPM Hospital': '2.7Km', 'WorldMark Gurgaon': '3.8Km', 'Sealdah Railway Station': '5.7Km', 'NH 248A': '11.4Km', 'International Airport': '22.6Km', 'Sector 55-56 Metro Station': '5.2Km'}",https://www.99acres.com/birla-navya-avik-sector-63a-gurgaon-npxid-r409743,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,225 - 1,372 sq.ft.', 'price-range': '₹ 3.15 - 3.53 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,737 - 2,040 sq.ft.', 'price-range': '₹ 4.69 - 5.51 Cr'}}","['Football', 'Skating Rink', 'Cricket Pitch', 'Amphitheatre', 'Basketball Court', 'Badminton Court', 'Yoga/Meditation Area', 'Gymnasium', 'Landscape Garden']"
Adani Samsara Avasa,"3, 4 BHK Apartment in Sector 63, Gurgaon","['Paras Trinity Mall', 'Lemon Tree Hotel', 'Heritage Xperiential Learning School', 'Sector 55-56 Metro Station', 'Sushant University']","{'Paras Trinity Mall': '280 Meter', 'Lemon Tree Hotel': '1 Km', 'Heritage Xperiential Learning School': '1.2 Km', 'Sector 55-56 Metro Station': '3.8 Km', 'Sushant University': '5.4 Km', 'Badshahpur Sohna Rd Hwy': '6 Km', 'CK Birla Hospital, Gurgaon': '6.2 Km', 'De Adventure Park': '6.8 Km', 'Tau DeviLal Sports Complex': '9.8 Km', 'Golf Pavilion': '10 Km', 'Gurgaon Railway Station': '16.1 Km', 'Indira Gandhi Intl Airport': '21.8 Km', 'Capital Cyberscape': '1.7 Km'}",https://www.99acres.com/adani-samsara-avasa-sector-63-gurgaon-npxid-r403842,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,627.7 - 1,675.87 sq.ft.', 'price-range': '₹ 4.2 - 4.32 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,361 - 2,232.84 sq.ft.', 'price-range': '₹ 3.5 - 7.38 Cr'}}","['Natural Pond', 'Swimming Pool', 'Terrace Garden', 'Pergola', 'Sauna', 'Spa', 'Fountain', 'Sun Deck', 'Video Door Security']"
DLF The Crest,"2, 3, 4, 5 BHK Apartment in Sector 54, Gurgaon","['Golf Course Road', 'Sector 53-54 Metro Station', 'Sushant University', 'DoubleTree by Hilton Hotel', 'Paras Hospitals, Gurgaon']","{'Golf Course Road': '1.1 KM', 'Sector 53-54 Metro Station': '2.7 KM', 'Sushant University': '3.2 KM', 'DoubleTree by Hilton Hotel': '3.7 KM', 'Paras Hospitals, Gurgaon': '4.8 KM', 'Ardee Mall': '5.5 KM', 'Shiv Nadar School': '5.6 KM', 'DLF Golf and Country Club': '6 KM', 'NH 148A': '8 KM', ""Lingaya's Lalita Devi Institute"": '10.2 KM', 'ASF Insignia SEZ': '10.4 KM', 'Tau DeviLal Sports Complex': '11.2 KM', 'Gurgaon Railway Station': '15.4 KM', 'Indira Gandhi International Airport': '17.5 KM'}",https://www.99acres.com/dlf-the-crest-sector-54-gurgaon-npxid-r8664,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,246 - 2,370 sq.ft.', 'price-range': '₹ 7.8 - 8.42 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,651 - 3,518 sq.ft.', 'price-range': '₹ 9.3 - 12.34 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,081 - 4,969 sq.ft.', 'price-range': '₹ 9.5 - 15.32 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '6,147 sq.ft.', 'price-range': '₹ 18.44 Cr'}}","['Swimming Pool', 'Bar/Chill-Out Lounge', 'Flower Garden', 'Reading Lounge', 'Salon', 'Card Room', 'Solar Water Heating', 'Restaurant', 'Spa']"
DLF The Magnolias,"4, 5 BHK Apartment in Sector 42, Gurgaon","['Ambience Public School', 'Heritage Intl Xperiential School', 'Summer Fields School', 'Primamed Super Speciality Hospital', 'Uma Sanjeevani Health Centre']","{'Ambience Public School': '2.9 Km Away', 'Heritage Intl Xperiential School': '2.3 Km Away', 'Summer Fields School': '4.8 Km Away', 'Primamed Super Speciality Hospital': '3.9 Km Away', 'Uma Sanjeevani Health Centre': '6.1 Km Away', 'Anya Gurgaon': '2.3 Km Away', 'Hotel Golf View Suites': '2.5 Km Away', 'Apollo Pharmacy': '4.1 Km Away', 'Rx Pharmacy': '4.3 Km Away', 'Sector 42/43 Bus Stand': '4 Km Away', 'Genpact Chowk Bus Stop': '1.4 Km Away', 'Huda City Centre Metro Station': '5.8 Km Away', 'Sector 53 Metro Station': '5.2 Km Away', 'ICICI Bank ATM': '2.4 Km Away', 'Bharat Petroleum Retail Outlet': '2.6 Km Away'}",https://www.99acres.com/dlf-the-magnolias-sector-42-gurgaon-npxid-r660,"{'4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '6,350 - 6,400 sq.ft.', 'price-range': '₹ 19.84 - 30 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '5,825 - 10,777 sq.ft.', 'price-range': '₹ 25.9 - 48.1 Cr'}}","['Mini Theatre', 'Swimming Pool', 'Football', 'Bar/Chill-Out Lounge', 'Business Lounge', 'Salon', 'Restaurant', 'Spa', 'Water Softener Plant']"
DLF The Aralias,"4, 5 BHK Apartment in Sector 42, Gurgaon","['DLF Linear Park', 'Shiv Nadar School', 'Le Meridien Gurgaon', 'Sector 42-43 Metro Station', 'Faridabad - Gurgaon Rd']","{'DLF Linear Park': '0.9 Km', 'Shiv Nadar School': '1.5 Km', 'Le Meridien Gurgaon': '4.2 Km', 'Sector 42-43 Metro Station': '4.4 Km', 'Faridabad - Gurgaon Rd': '7 Km', 'Ambience Mall': '8.6 Km', 'PVR Drive In Theatre': '9.9 Km', 'Fun N Food Village': '10.6 Km', 'F9 Go Karting Gurgaon': '11.2 Km', 'The NorthCap University': '11.4 Km', 'Indira Gandhi International Airport': '14.7 Km', 'SkyJumper Trampoline Park Gurgaon': '16.5 Km'}",https://www.99acres.com/dlf-the-aralias-sector-42-gurgaon-npxid-r12158,"{'4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '5,575 - 5,600 sq.ft.', 'price-range': '₹ 22.2 - 22.4 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '5,866 - 9,600 sq.ft.', 'price-range': '₹ 23.2 - 38.4 Cr'}}","['Concierge Service', 'Swimming Pool', 'Restaurant', 'Spa', 'Skating Rink', 'Squash Court', 'Theatre', 'Pool Table', 'Property Staff']"
Ansal API Esencia,"Land, 3, 4 BHK Independent Floor in Sector 67, Gurgaon","['Proposed Metro corridor', 'N.H-8', 'Golf Course Road', 'Shiskshantar', 'DPS']","{'Proposed Metro corridor': 'Close Proximity', 'N.H-8': 'Close Proximity', 'Golf Course Road': 'Close Proximity', 'Shiskshantar': 'Close Proximity', 'DPS': 'Close Proximity', 'Amity': 'Close Proximity', 'Pathways': 'Close Proximity', 'GD Goenka': 'Close Proximity', 'Medicity': 'Close Proximity', 'Artemis': 'Close Proximity', 'Max, Fortis': 'Close Proximity', 'Apollo': 'Close Proximity'}",https://www.99acres.com/ansal-api-esencia-sector-67-gurgaon-npxid-r3568,"{'3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '1,300 - 1,953 sq.ft.', 'price-range': '₹ 2 Cr'}, '4 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '1,747 - 3,762 sq.ft.', 'price-range': '₹ 2.7 - 3.76 Cr'}, 'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '2,250 - 9,990 sq.ft.', 'price-range': 'Price on Request'}}","['Swimming Pool', 'Laundry', 'School', 'Solar Lighting', 'Terrace Garden', 'Creche/Day care', 'Grocery Shop', 'Shopping Centre', 'Video Door Security']"
Pioneer Araya,"3, 4, 5 BHK Apartment in Sector 62, Gurgaon","['SCC Drive-In Cinema', 'Heritage Xperiential Learning School', 'Paras Trinity Shopping Mall', 'Swastik Multispeciality Hospital', 'AIPL Business Co Working Space']","{'SCC Drive-In Cinema': '0.8 Km', 'Heritage Xperiential Learning School': '1.4 Km', 'Paras Trinity Shopping Mall': '1.8 Km', 'Swastik Multispeciality Hospital': '2 Km', 'AIPL Business Co Working Space': '2.4 Km', 'Lemon Tree Hotel Sector 60': '2.4 Km', 'Golf Course Extension Road': '2.9 Km', 'IILM University, Gurugram': '3.9 Km', 'SkyJumper Trampoline Park': '7.9 Km', 'DLF Golf and Country Club': '8.7 Km', 'Indira Gandhi International Airport': '20.6 Km'}",https://www.99acres.com/pioneer-araya-sector-62-gurgaon-npxid-r1325,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,498 - 3,858 sq.ft.', 'price-range': '₹ 5.95 - 7.7 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,498 - 7,673 sq.ft.', 'price-range': '₹ 5.17 - 11.33 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '5,761 - 9,625 sq.ft.', 'price-range': '₹ 13.01 - 16 Cr'}}","['Foosball', 'Concierge Service', 'Infinity Pool', 'Swimming Pool', 'Bar/Chill-Out Lounge', 'Business Lounge', 'Reading Lounge', 'Salon', 'Card Room']"
M3M Merlin,"3, 4 BHK Apartment in Sector 67, Gurgaon","['Alpine Convent School', 'MKD Hospital', 'Airia Mall', 'Golf Course Extension Road', 'Lemon Tree Hotel, Sohna Road']","{'Alpine Convent School': '0.95 Km', 'MKD Hospital': '3.1 Km', 'Airia Mall': '3.7 Km', 'Golf Course Extension Road': '3.9 Km', 'Lemon Tree Hotel, Sohna Road': '4.9 Km', 'SkyJumper Trampoline Park': '5.2 Km', 'PVR Drive in Theatre': '5.4 Km', 'DPG Institute of Technology': '8.9 Km', 'DLF Golf and Country Club': '13 Km', 'Indira Gandhi International Airport': '24.8 Km'}",https://www.99acres.com/m3m-merlin-sector-67-gurgaon-npxid-r1191,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,019 - 2,727 sq.ft.', 'price-range': '₹ 1.85 - 3.98 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,103 - 5,790 sq.ft.', 'price-range': '₹ 3.72 - 8.44 Cr'}}","['Beach Volley Ball Court', 'Automated Car Wash', 'Swimming Pool', 'Laundry', 'Flower Garden', 'Reflexology Park', 'Golf Course', 'Volley Ball Court', 'Salon']"
Smart World Gems,"2, 3 BHK Independent Floor in Sector 89, Gurgaon","['Genesis Hospital Sector 84', 'Dwarka Expressway', 'RPS International School', 'Holiday Inn Gurugram Sector 90', 'Sant Soordas Sihi Metro Station']","{'Genesis Hospital Sector 84': '2.2 Km', 'Dwarka Expressway': '2.9 Km', 'RPS International School': '3.4 Km', 'Holiday Inn Gurugram Sector 90': '4.1 Km', 'Sant Soordas Sihi Metro Station': '5.1 Km', 'Pataudi Road': '8.5 Km', 'National Tennis Academy Sector 98': '8.7 Km', 'IMT Manesar': '9.5 Km', 'NH-8': '9.5 Km', 'Gurgaon Railway Station': '12.4 Km', 'De Adventure Amusement Park': '15 Km', 'KMP Expressway': '15.4 Km', 'Vatika Business Park Sector 49': '17 Km', 'Airia Mall': '17 Km'}",https://www.99acres.com/smart-world-gems-sector-89-gurgaon-npxid-r378133,"{'2 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '1,067 - 1,105 sq.ft.', 'price-range': '₹ 83 - 90.17 L'}, '3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '1,423 sq.ft.', 'price-range': '₹ 1.16 - 1.25 Cr'}}","['Swimming Pool', 'Lounge', 'Aerobics Centre', 'Terrace Garden', 'Piped Gas', 'Squash Court', 'Gazebo', 'Wi-Fi Connectivity', 'Sun Deck']"
Vatika Aspiration,Land in Sector 88B Gurgaon,"['Suncity School, Sector 37D', 'Dwarka Expy', 'The Signature Advanced Super Speciality', 'Gurugram University Kankrola', 'The Esplanade Mall']","{'Suncity School, Sector 37D': '6.6 KM', 'Dwarka Expy': '4.2 KM', 'The Signature Advanced Super Speciality': '6.4 KM', 'Gurugram University Kankrola': '8.8 km', 'The Esplanade Mall': '9.7 km', 'Holiday Inn Gurugram Sector 90': '7.6 km', 'Garhi Harsaru Junction': '2.5 km', 'Candor TechSpace, Sector 48': '13  km', 'IGI Airport': '31.6 km'}",https://www.99acres.com/vatika-aspiration-sector-88b-gurgaon-npxid-r401506,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '540 - 1,620 sq.ft.', 'price-range': '₹ 91.86 L - 2.76 Cr'}}","['Grocery Shop', 'Community Hall', 'Sewage Treatment Plant', 'Rain Water Harvesting', 'Gated Community', 'Gymnasium', 'Landscape Garden', ""Children's Play Area"", 'Internal Street Lights']"
