property_name,property_type,society,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,additionalRoom,address,floorNum,facing,agePossession,nearbyLocations,description,furnishDetails,features,rating
8 Bedroom House for sale in DLF Phase 3,house,dlf city plots phase 3,1.6,29629.0,540.0,Plot area 540(50.17 sq.m.)Built Up area: 540 sq.ft. (50.17 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),8,5,3+,not available,"21/24, DLF Phase 3, Gurgaon, Haryana",4,East,10+ Year Old,"['Dlf phase 3 metro station', 'Micromax moulsari avenue metro station', 'Dlf phase 2 metro station', 'Guru dronacharya metro station', 'Indusind bank cyber city metro station', 'Vodafone belvedere towers metro station', 'Shri Shiv Shakthi Mandir', 'Icici bank ATM', 'Central bank ATM', 'Central bank atm teste 001112', 'Abn amro bank ATM', 'Citibank ATM', 'Kotak mahindra ATM', 'Citibank ATM', 'Dental Cure and Care Centre', ""Dr. Khullar's Dental Clinic"", 'Garg Dental Care', 'Shri Ram Memorial Hospital', 'R.N Clinic', 'Dental Harbour', 'Asha Multispeciality Clinic', 'Upkar Clinic', ""St Stephen's Hospital Health Care Facility"", 'Relief Physiotherapy Clinic', 'Darpan Skin & Mind Clinic', 'Cosmodentz Dental Clinic', 'RBS Dental Clinic', 'Kailash Nursing Home Gurgaon', 'Krishna Family Clinic', 'Durga Poly Clinic', 'Anahat Hospital', 'Pharmacy', 'Shri Balaji Medical Store', 'State bank of india', 'Icici bank', 'Deutsche bank', 'Standard chartered bank', 'PVR Cinames', 'The God Father', 'Machaan', 'Food Court', 'Mc Donalds', 'barrique', ""McDonald's""]",Dlf phase 3 u block well located locality,"['9 Fan', '5 Wardrobe', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",['Park'],"['Environment4 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']"
7 Bedroom House for sale in Mianwali Colony,house,independent,2.9,10740.0,2700.0,Plot area 2700(250.84 sq.m.),7,7,3,not available,"Mianwali Colony, Gurgaon, Haryana",2,South-West,10+ Year Old,"['Hanuman Mandir', 'Sheetla Mata Mandir', 'M Goel Hospital', 'Dental Health Centre', 'Lall Nursing and Maternity Home', 'Lalit Dental Care', 'Om Charitable Dental & Implant Centre', 'Dentecare - Multispeciality Dental Clinic', 'Lall Eye Care Centre', 'Kharbanda Maternity and Nursing Home', 'Jackson Hospital', 'Nova Care Clinic', 'Verma E.N.T. Hospital', 'Kidney Clinic', 'Centre For Sight Gurgaon New Railway Road', 'Dr. Sarvejeet Singh', 'Gupta Hospital Gurgaon', 'Ahooja Eye and Dental Institute Hospital', 'Dr. Sandeep Chauhan', 'Bhatnagar Maternity and Nursing Home', 'Rajiv Memorial Eye Infirmary Jacobpura', 'Mamta Hospital Gurgaon', 'Lotus Hospital Gurgaon', 'Dr. Ajay S. Gupta Clinic', 'Sharma Hospital Gurgaon', 'Dr. Agya Ram Sharma Clinic', 'Sparsh Hospital Gurgaon', 'Triveni Hospital Gurgaon', 'Bindal Clinic', 'Ravi Clinic and Health Care Centre', 'M.S Hospital', 'My Care Clinic', 'GH Gurgaon', 'D.R. Rajnis Gupta Clinic', 'Nidhi Clinic', 'Aryan Hospital', 'Saraswati Hospital Gurgaon', 'Geeta Nursing Home Gurgaon', 'Dr. Tomar Clinic', 'Chiranjiv Hospital', 'Dr. Babita Sharma', 'Children Hospital', 'Indian Oil', 'Rang Parivartan', 'Punjab national bank', 'State bank of india sbi', 'State bank of india', 'Dronacharya Government College', 'govt sec school', 'District library gurgaon']",Walking distance from gurgaon main bus stand and main sadar bazar,,['Water Storage'],"['Environment3.5 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']"
6 Bedroom House for sale in Palam Vihar Extension,house,palam vihar extension west zone rwa,0.4,4444.0,900.0,Plot area 900(83.61 sq.m.),6,4,2,not available,"Palam Vihar Extension, Gurgaon, Haryana",2,West,5 to 10 Year Old,"['Palam triangle', 'Palam Vihar Vyapar kendra', 'HUDA Sector 23 Market', 'Ram Mandir', 'Sheetla Mata Mandir', ""DR KAPOOR'S Dental Care and Implant Centre"", 'Kalyan Hospital Gurgaon', 'Metro Hospital and Heart Institute Gurgaon', ""Dr. Anurag's Child Care Clinic"", 'Apollo Cradle Hospital Gurgaon', 'Jiya Clinic', 'Dr. Mittal Clinic', 'Yashroop Medical Centre', 'Chirag Hospital Pvt. Ltd', 'Jeevan Jyoti Hospital Gurgaon', 'Kishor Clinic', 'Sheetla Clinic', 'Ansals Plaza above ground car parking', 'Ansals plaza underground car parking', 'HUDA sector 23 parking', 'Big Cinemas', 'Axis bank', 'Punjab national bank', 'Oriental bank of commerce', 'Catholic syrian bank', 'Karur vysay bank', 'Oriental bank of commerce', 'Hdfc bank', 'Icici bank', ""McDonald's"", 'Moti Mahal', 'Pind Baluchi', 'Pizza Hut', 'Cafe Coffee Day', ""Domino's Pizza"", 'Om Sweets', 'Cafe Coffee Day', 'THE NORTHCAP UNIVERSITY', 'Masti ki Pathshala Teach India', 'Swiss Cottage school', 'Chiranjiv Bharati School', 'Lieutenant Atul Kataria School', 'Palam vihar railway station']","It has the rental income upto 20k, double storey built up, can be built up to 5 floors.",,"['Water purifier', 'Water Storage', 'Park', 'Visitor Parking', 'Internet/wi-fi connectivity']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']"
2 Bedroom House for sale in Sector 39 Gurgaon,house,independent,1.7,17980.0,945.0,Plot area 900(83.61 sq.m.),2,2,3+,"store room,servant room","000, Sector 39 Gurgaon, Gurgaon, Haryana",3,NA,5 to 10 Year Old,"['Rajiv Chowk Mosque', 'State bank of india ATM', 'Axis bank ATM', 'Icici bank ATM', 'Hdfc bank ATM', 'State bank of india ATM', 'Icici ATM', 'Citi bank ATM', 'Axis bank ATM', 'Hdfc ATM', 'Dispencery', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC"", 'Sukhmani Hospital Pvt. Ltd', 'Medanta', 'Bansal Medicare and Maternity Centre', 'Samvit Health Care', 'Shivam Hospital Gurgaon', 'Pushpanjali Hospital Gurgaon', 'Pushpanjali Hospital', 'Dayal Eye & Maternity Centre', 'Ahmed Hospital Multi Speciality', 'Gurgaon Election Commission', 'Road and Traffic Authority', 'Gardian Pharmacy', 'Pernod Ricard Charitable Dispensary', 'City Medical', 'Gardian Pharmacy', 'IBP Petrol Pump', 'India Oil', 'Hdfc bank', 'SRS Cinemas', 'KFC', 'Raj Restaurant', 'Om Sweets', 'Fast food', 'Fast Food', 'Bar and restaurant', 'Darbar', 'Cafe Coffee Day', '32nd Milestone', 'CR Model Public School', 'Manav Rachna School', 'Delhi Public School Primary Section', 'St. Angels Jr', 'Amity Global School', 'St. Angels Sr', 'Kendriya Vidyalaya No.2 Sohna Road', 'School of Inspired Leadership SOIL', 'Manav Rachna Swimming Pool']","Huda allotted sector plots, very nice area, behind unitech cyber park and touching sector 40","['3 Wardrobe', '3 Fan', '5 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Water Storage', 'No open drainage around', 'Park', 'Visitor Parking', 'Natural Light', 'Airy Rooms', 'Internet/wi-fi connectivity']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']"
3 Bedroom House for sale in Sohna Road,house,cloudnine cottages,5.5,55000.0,1000.0,Plot area 1000(92.9 sq.m.),3,3,0,not available,"Sohna Road, Gurgaon, Haryana",1,NA,5 to 10 Year Old,"['Rajiv Chowk Mosque', 'Standard chartered ATM', 'Icici bank ATM', 'Samvit Health Care', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC"", 'Medanta', 'Sukhmani Hospital Pvt. Ltd', 'Airforce Hospital', 'Park Hospital Gurgaon', 'Vishesh Dental', 'Neelkanth Health Care', 'Best Urologist Atcomplete Family Clinic', 'Wellness Eye Centre', 'Dr. Aruna Kalra', 'Bansal Medicare and Maternity Centre', 'Meher Clinic', 'Pushpanjali Hospital Gurgaon', 'Dispencery', 'Dr. Anuj Sharma', 'Dr. Naresh Pandita', 'Pushpanjali Hospital', 'Bones Clinic - Orthopaedics', 'Smile Plus Dental Clinic', 'Vaishnavi Nursing Home', 'Skin Clinic', 'Rajendra Hospital', 'Road and Traffic Authority', 'Gurgaon Election Commission', 'Apollo Pharmacy', 'Gardian Pharmacy', 'Genius', 'India Oil', 'SRS Cinemas', 'SRS Cinemas', 'Hdfc bank', 'Icici bank', 'Hdfc bank', 'KFC', 'Haldiram', ""Domino's Pizza"", 'Darbar', ""Nirula's"", 'Kendriya Vidyalaya No.2 Sohna Road', 'Delhi Public School Primary Section', 'CR Model Public School', 'Manav Rachna School', 'Manav Rachna Swimming Pool']","I am looking for buyer to purchase house/villa available for sale in sohna road, gurgaon. Available at price of rs 5.5 crores. It has plot area of 1000 sq ft. It has 3 bhk, 3 bathroom, 0 balcony.It is a freehold property",[],,
5 Bedroom House for sale in Uppals Southend,house,ss aaron ville,6.75,19737.0,3420.0,Plot area 380(317.73 sq.m.),5,4,2,"study room,servant room,store room","Uppals Southend, Gurgaon, Haryana",2,North,10+ Year Old,"['Airia Mall', 'Sohna Road', 'Vega Schools', 'Park Hospital']",Located on sohna road and a very quiet area.,,"['Private Garden / Terrace', 'Water Storage', 'Separate entry for servant room', 'Park', 'Piped-gas', 'Visitor Parking', 'Natural Light', 'Airy Rooms', 'Internet/wi-fi connectivity', 'Spacious Interiors', 'Low Density Society']","['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']"
3 Bedroom House for sale in Sohna Road,house,independent,5.5,5093.0,10799.0,Plot area 1200(1003.35 sq.m.)Built Up area: 3500 sq.yards (2926.45 sq.m.),3,3,3+,"pooja room,study room,servant room,others","Sector 63a, Sohna Road, Gurgaon, Haryana",2,West,5 to 10 Year Old,"['Kamal Hospital and Maternity Centre', 'Gobind Hospital', 'SPAZE BUSINESS PARK', 'Kore Tech Park', 'Icici bank', 'State bank of india']","Three bedroom villa in the most serene area. With 3 bathrooms and a lot of space to use. For immediate closure call now. Its a property you could move in anytime.
One bathroom photo is not available","['1 Wardrobe', '1 Fan', '1 Exhaust Fan', '1 Geyser', '1 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Rain Water Harvesting']",
3 Bedroom House for sale in Sector 43 Gurgaon,house,landmark house,2.75,25463.0,1080.0,Plot area 120(100.34 sq.m.),3,3,1,pooja room,"1251, C Block, Sushant Lok, Gurugram, Haryana 122002, Sector 43 Gurgaon, Gurgaon, Haryana",2,South-East,5 to 10 Year Old,"['Sector 42-43 metro station', 'Huda city centre metro station', 'New Life Church', 'Hanuman Mandir', 'Hdfc ATM', 'Rbs ATM', 'Hdfc bank ATM', 'Standard chartered ATM', 'Kotak mahindra bank ATM', 'Standard chartered ATM', 'Paras Hospital Gurgaon', 'Gupta', 'Arihant Hospital', 'Max Hospital', 'Dr. Naval Mendiratta', 'Dr. Kutbuddin Akbary', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Sitaram Bhartia', 'Marwah Clinic', 'Guardian Pharmacy', 'Chikitsa', 'Bharat petroleum', 'Icici bank', 'Hdfc bank', 'Axis bank', 'Balaji Vegetarian Paradise', 'PWO house', 'The Chicken Boat', 'Sagar Ratna', 'Cafe Tonini', 'Shophouse by Kylin', ""Carl's Jr."", 'Starbucks', 'Naveidyam', 'Starbucks', 'Blue Tokai Coffee Roasters', 'CCD', 'Drunken Monkey', 'Belgian Waffle', 'Nowhere Brewpub and cafe', 'Fat', 'Dighent cafe', 'Clock tower', 'Stones2milestones', 'Ncr library', 'Bahrisons library']","It is designer duplex house with a double height it is a three bedroom with attached bathrooms duplex house with a living room n drawing dinning room also one puja room washing area servant room and a store room in d terrace.
 Additional details :Having a provision to park 0 cars.
There is also a separate washroom for domestic help.
 The house has muncipal supply supply.
The kitchen has been built with modular fittings.",,"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Water Storage']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']"
2 Bedroom House for sale in Baldev Nagar,house,independent,0.27,12000.0,225.0,Plot area 225(20.9 sq.m.),2,2,1,not available,"324/15, Baldev Nagar, Gurgaon, Haryana",2,North-East,5 to 10 Year Old,"['Ankur Clinic and Maternity Home', 'Navjeevan Hospital and Maternity Centre', 'Shiv Mahima Patient Care Bureau', 'Shri Gobind Hospital', 'Lal Superspeciality Hospital', 'Mangalam Hospital and Heart Centre Gurgaon', 'Dev Man Kathuria Clinic', 'Dr. Madan Clinic', 'Satyam Hospital Gurgaon', 'Tirath Ram Hospitals Pvt Ltd', 'Sethi Hospital Gurgaon', 'Shubham Hospital Gurgaon', 'Kathuria Hospital', 'Parashar Hospital', 'Swastik Maternity and Medical Centre', 'Nangia Hospital Ent and Maternity', 'Vinayak Hospital Gurgaon', 'Pasricha Hospital and Maternity Home', 'Chiranjiv Hospital', 'Taneja Hospital', 'Rachna Dental Clinic', 'Bhanu Dental Care', 'Rama Hospital & Nursing Home', 'My Care Clinic', 'M.S Hospital', 'Triveni Hospital Gurgaon', 'Pearl Dental Clinic', 'Parmar Dental Clinic & Lab', 'Bindal Clinic', 'Rajendra Hospital', 'Geeta Nursing Home Gurgaon', 'Ravi Clinic and Health Care Centre', 'Dr. Ajay S. Gupta Clinic', 'Dr. Ashok Jain', 'Nutan Dental Hospital', 'Shri Ram Dental Clinic', 'Aryan Hospital', 'Smile Plus Dental Clinic', 'Sai Dental Clinic', 'Thakral Nursing and Maternity Home', 'Sharma Hospital Gurgaon', 'D.R. Rajnis Gupta Clinic', 'Rajiv Memorial Eye Infirmary Jacobpura', 'Gupta Hospital Gurgaon', 'Esic Hospital Gurugram', 'Sunrise Hospital Gurgaon', 'IBP Petrol Station', 'Indian Oil', 'State bank of india', 'St. Michaels Sr. Sec. School']",Own made using good material. Good ventilation,"['1 Wardrobe', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Water Storage']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']"
2 Bedroom House for sale in Ashok Vihar Phase 3 Extension,house,independent,0.7,7007.0,999.0,Plot area 111(92.81 sq.m.),2,3,1,"pooja room,store room","G1 Block , House No 49, Ashok Vihar Phase 3 Extension, Gurgaon, Haryana",1,North,1 to 5 Year Old,"['Palam Vihar Vyapar kendra', 'Palam triangle', 'HUDA Sector 23 Market', 'Ram Mandir', 'Sheetla Mata Mandir', 'Chintapurni Mandir', 'Kalyan Hospital Gurgaon', 'Chirag Hospital Pvt. Ltd', 'Jiya Clinic', 'Dr. Mittal Clinic', ""Dr. Anurag's Child Care Clinic"", 'Yashroop Medical Centre', 'R K Hospital Gurgaon', 'Sneh Hospital Gurgaon', 'Dr. Sindhu Clinic', 'Bhardwaj Hospital', ""DR KAPOOR'S Dental Care and Implant Centre"", 'Sarvodya Hospital', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Jeevan Jyoti Hospital Gurgaon', 'GH Gurgaon', 'Dr. Hitesh Dawar', 'Children Hospital', 'Sheetla Clinic', 'Dr. Tomar Clinic', 'Kishor Clinic', 'Dr. Babita Sharma', 'Metro Hospital and Heart Institute Gurgaon', 'Gurgaon Eye Centre', 'Nidhi Clinic', 'Dr. Agya Ram Sharma Clinic', 'Axis bank', 'Big Cinemas', ""McDonald's"", 'Moti Mahal', 'Pind Baluchi', 'Cafe Coffee Day', 'Pizza Hut', ""Domino's Pizza"", 'Om Sweets', 'Lieutenant Atul Kataria School', 'THE NORTHCAP UNIVERSITY', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station', 'Palam vihar railway station']","Spacious room, proper ventilation, beautiful tiles, cupboard, modular kithchen, asian royale paint,
 Additional details :The kitchen has been built with modular fittings.
 The house has muncipal supply supply.
There is also a separate washroom for domestic help.
You can easily park your car inside the compound
Having a provision to park 1 cars.",,"['Water purifier', 'Water Storage', 'Park', 'Internet/wi-fi connectivity']","['Environment3 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']"
10 Bedroom House for sale in Sohna Road,house,independent,0.95,8920.0,1065.0,Plot area 1065(98.94 sq.m.),10,10,3+,not available,"Rbsm Colony, Sohna Road, Gurgaon, Haryana",3,NA,0 to 1 Year Old,"['Rajiv Chowk Mosque', 'Standard chartered ATM', 'Icici bank ATM', 'Samvit Health Care', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC"", 'Medanta', 'Sukhmani Hospital Pvt. Ltd', 'Airforce Hospital', 'Park Hospital Gurgaon', 'Vishesh Dental', 'Neelkanth Health Care', 'Best Urologist Atcomplete Family Clinic', 'Wellness Eye Centre', 'Dr. Aruna Kalra', 'Bansal Medicare and Maternity Centre', 'Meher Clinic', 'Pushpanjali Hospital Gurgaon', 'Dispencery', 'Dr. Anuj Sharma', 'Dr. Naresh Pandita', 'Pushpanjali Hospital', 'Bones Clinic - Orthopaedics', 'Smile Plus Dental Clinic', 'Vaishnavi Nursing Home', 'Skin Clinic', 'Rajendra Hospital', 'Road and Traffic Authority', 'Gurgaon Election Commission', 'Apollo Pharmacy', 'Gardian Pharmacy', 'Genius', 'India Oil', 'SRS Cinemas', 'SRS Cinemas', 'Hdfc bank', 'Icici bank', 'Hdfc bank', 'KFC', 'Haldiram', ""Domino's Pizza"", 'Darbar', ""Nirula's"", 'Kendriya Vidyalaya No.2 Sohna Road', 'Delhi Public School Primary Section', 'CR Model Public School', 'Manav Rachna School', 'Manav Rachna Swimming Pool']",Interested to sell independent house/villa consisting of sepearte floors with 1bhk and 2bhk .Placed at sohna road.Nice semifurnished enhancing decorit has spacious 10 bedrooms and 10 bathrooms. .Want to sell it for rs 9500000.It is a 0-1 years old property construction,"['1 Bed', '1 Wardrobe', '1 Fan', '1 Light', 'No AC', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",,
5 Bedroom House for sale in DLF Phase 1,house,independent,8.1,35294.0,2295.0,Plot area 255(213.21 sq.m.),5,5,2,not available,"Shahtoot Marg, DLF Phase 1, Gurgaon, Haryana",4,East,10+ Year Old,"['Dlf phase 1 metro station', 'Sikandarpur rmrg metro station', 'Guru dronacharya metro station', 'Sikanderpur metro station', 'Sikandarpur metro station', 'Dlf phase 2 metro station', 'Hanuman Mandir', 'Icici bank ATM', 'Axis bank ATM', 'Rbs ATM', 'Sikka Maternity And Surgical Center', 'Divine Look Clinic Centre 1', 'Marwah Clinic', 'The Dental Lounge', 'Anahat Hospital', 'Durga Poly Clinic', 'Krishna Family Clinic', ""St Stephen's Hospital Health Care Facility"", 'Lord Krishna Hospital', 'Surgi Center Clinic', 'Uma Sanjeevani Health Centre And Hospital', 'Upkar Clinic', 'Sidhesh Hospital Gurgaon', 'Cosmodentz Dental Clinic', 'Kailash Nursing Home Gurgaon', 'Sitaram Bhartia', 'Religare Wellness', '98.4', 'Guardian', 'Chikitsa', 'Guardian Pharmacy', 'Emaar Business Park', 'Axis bank', 'Hsbc bank', 'Kotak mahindra bank', 'Hdfc bank', 'Lord krishna bank', 'Indusind bank', 'Abn amro bank', 'PVR Cinames', 'Food Court', 'Nowhere Brewpub and cafe', 'Fat', 'Dighent cafe', 'NutrioBox Gurugram', 'Blue Tokai Coffee Roasters']","Interested in selling independent kochi / villa in dlf city phase 1 built by dlf on 255 sqyard plot with half basement ,5 bedroom drawing and dining, 2 terraces , front lawn and drive way. The kothi faces a beautifully developed green belt with flowers. The entry and exit to shahtoot marg where the kochi is located is monitored by 24x7 security with boom barriers. No public entry without the permission from the residents. The property is 15 yrs old and had been given on lease the property is situated on shahtoot marg in dlf phase 1 gurgaon which faces the 6 lane main gurgaon - Faridabad road and is at a distance of less than 1 km from the sikandarpur metro station and 300 meters from dlf qutub plaza market and about 400 meters from the golf course road. Dlf phase 1 is one of the most posh areas in gurgaon with perhaps the highest density of high net-Worth individuals and economic clout. The area has a healthy mix of both corporate and sme business housed in hubs like the dlf plaza, dlf qutub enclave shopping center, dt mega mall, bristol hotel all of which are in a radius of less than 1 km of the offered property at shahtoot marg.",,"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal']","['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']"
4 Bedroom House for sale in Sector 109 Gurgaon,house,international city by sobha phase 2,7.0,12963.0,5400.0,Plot area 600(501.68 sq.m.),4,4,3+,not available,"Sector 109 Gurgaon, Gurgaon, Haryana",2,West,1 to 5 Year Old,"['Dwarka Sector 21 Metro Station', 'Pacific D21 Mall', 'Dwarka Expressway', 'Euro International School', 'The NorthCap University', 'Aryan Hospital', 'Indira Gandhi Intl Airport', 'Gurgaon Railway Station']","Peaceful, private, premium, gated, duplex villa with 3 lawns (Front, middle & rear), impeccable construction by sobha ltd (Listed, premium developer), on delhi haryana border - 10 min from dwarka / metro, 15 min from igia / aerocity, 20 min from cybercity, 25 min from south delhi4 luxurious bedrooms, drawing / dining / kitchens on same level and a large multipurpose basement for work / entertainment along with wet & dry kitchens, helper quarters and washroom with separate entrance.This comes with one of the largest fully functional clubhouses in gurgaon (The club, international city) spread over 65,000 sq ft, across 5 floors - Which is only 5 minute walk from the villa. The club highlights are pool deck, spa and salon, sports facilities, fitness centre, art gallery, board room, guest rooms and multiple banqueting areas. For the fitness enthusiasts it offers 2 tennis courts, 2 indoor badminton courts, a squash court, tt room, a billiards & cards room as well as a of-The-Art gymnasium, yoga & aerobics studio.","['1 Bed', '7 Fan', '1 Exhaust Fan', '4 Geyser', '26 Light', '8 AC', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Private Garden / Terrace', 'Maintenance Staff', 'Separate entry for servant room', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center']","['Environment5 out of 5', 'Lifestyle4 out of 5', 'Connectivity3.5 out of 5', 'Safety4.5 out of 5']"
"1 Bedroom House for sale in laxmna vihar, phase 2",house,independent,0.38,8254.0,460.0,Plot area 52.5(43.9 sq.m.)Built Up area: 52.5 sq.yards (43.9 sq.m.),1,1,1,others,"12 Min Distance From Iffco Chowk, laxmna vihar, phase 2, Gurgaon, Haryana",1,NA,1 to 5 Year Old,"['Hanuman Mandir', 'Sharma Hospital Gurgaon', 'Rajiv Memorial Eye Infirmary Jacobpura', 'Dr. Ajay S. Gupta Clinic', 'Aarvy Hospital', 'Rama Hospital & Nursing Home', 'Pasricha Hospital and Maternity Home', 'Gupta Hospital Gurgaon', 'Thakral Nursing and Maternity Home', 'Dr. Sandeep Chauhan', 'Nangia Hospital Ent and Maternity', 'Ahooja Eye and Dental Institute Hospital', 'Shubham Hospital Gurgaon', 'Triveni Hospital Gurgaon', 'Verma E.N.T. Hospital', 'Nova Care Clinic', 'Sethi Hospital Gurgaon', 'My Care Clinic', 'Tirath Ram Hospitals Pvt Ltd', 'M.S Hospital', 'Bindal Clinic', 'Vinayak Hospital Gurgaon', 'Dental Health Centre', 'Lall Eye Care Centre', 'Om Charitable Dental & Implant Centre', 'Lall Nursing and Maternity Home', 'Swastik Maternity and Medical Centre', 'Kharbanda Maternity and Nursing Home', 'Dentecare - Multispeciality Dental Clinic', 'Satyam Hospital Gurgaon', 'Parashar Hospital', 'Lalit Dental Care', 'M Goel Hospital', 'Kathuria Hospital', 'Chiranjiv Hospital', 'Kidney Clinic', 'Centre For Sight Gurgaon New Railway Road', 'Lal Superspeciality Hospital', 'Dev Man Kathuria Clinic', 'Shri Gobind Hospital', 'Dr. Sarvejeet Singh', 'Ravi Clinic and Health Care Centre', 'Jackson Hospital', 'Dr. Madan Clinic', 'IBP Petrol Station', 'Indian Oil', 'Punjab national bank', 'govt sec school', 'Dronacharya Government College', 'District library gurgaon']","Independent house with land ,12 minutes from delhi jaipur high way and 12 min iffco chowk , 7 min from gurugram bus stand.","['1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Private Garden / Terrace', 'Water Storage', 'Visitor Parking']",
